db traj id : 3179
frame,reward,score,terminal, action
0,0, 0, False, 0
1,0, 0, False, 0
2,0, 0, False, 0
3,0, 0, False, 0
4,0, 0, False, 0
5,0, 0, False, 0
6,0, 0, False, 0
7,0, 0, False, 0
8,0, 0, False, 0
9,0, 0, False, 0
10,0, 0, False, 0
11,0, 0, False, 0
12,0, 0, False, 0
13,0, 0, False, 0
14,0, 0, False, 0
15,0, 0, False, 0
16,0, 0, False, 0
17,0, 0, False, 0
18,0, 0, False, 0
19,0, 0, False, 0
20,0, 0, False, 0
21,0, 0, False, 0
22,0, 0, False, 0
23,0, 0, False, 0
24,0, 0, False, 0
25,0, 0, False, 0
26,0, 0, False, 0
27,0, 0, False, 0
28,0, 0, False, 0
29,0, 0, False, 0
30,0, 0, False, 0
31,0, 0, False, 0
32,0, 0, False, 0
33,0, 0, False, 0
34,0, 0, False, 0
35,0, 0, False, 0
36,0, 0, False, 0
37,0, 0, False, 0
38,0, 0, False, 0
39,0, 0, False, 0
40,0, 0, False, 0
41,0, 0, False, 0
42,0, 0, False, 0
43,0, 0, False, 0
44,0, 0, False, 0
45,0, 0, False, 0
46,0, 0, False, 0
47,0, 0, False, 0
48,0, 0, False, 0
49,0, 0, False, 0
50,0, 0, False, 0
51,0, 0, False, 0
52,0, 0, False, 0
53,0, 0, False, 0
54,0, 0, False, 0
55,0, 0, False, 0
56,0, 0, False, 0
57,0, 0, False, 0
58,0, 0, False, 0
59,0, 0, False, 0
60,0, 0, False, 0
61,0, 0, False, 0
62,0, 0, False, 0
63,0, 0, False, 0
64,0, 0, False, 0
65,0, 0, False, 0
66,0, 0, False, 0
67,0, 0, False, 0
68,0, 0, False, 0
69,0, 0, False, 0
70,0, 0, False, 0
71,0, 0, False, 0
72,0, 0, False, 0
73,0, 0, False, 0
74,0, 0, False, 0
75,0, 0, False, 0
76,0, 0, False, 4
77,0, 0, False, 4
78,0, 0, False, 4
79,0, 0, False, 4
80,0, 0, False, 4
81,0, 0, False, 4
82,0, 0, False, 4
83,0, 0, False, 4
84,0, 0, False, 4
85,0, 0, False, 4
86,0, 0, False, 4
87,0, 0, False, 4
88,0, 0, False, 4
89,0, 0, False, 4
90,0, 0, False, 4
91,0, 0, False, 4
92,0, 0, False, 4
93,0, 0, False, 0
94,0, 0, False, 0
95,0, 0, False, 0
96,0, 0, False, 0
97,0, 0, False, 0
98,0, 0, False, 0
99,0, 0, False, 0
100,0, 0, False, 0
101,0, 0, False, 0
102,0, 0, False, 0
103,0, 0, False, 0
104,0, 0, False, 4
105,0, 0, False, 4
106,0, 0, False, 4
107,0, 0, False, 4
108,0, 0, False, 4
109,0, 0, False, 4
110,0, 0, False, 4
111,0, 0, False, 4
112,0, 0, False, 4
113,0, 0, False, 4
114,0, 0, False, 0
115,0, 0, False, 0
116,0, 0, False, 0
117,0, 0, False, 0
118,0, 0, False, 0
119,0, 0, False, 0
120,0, 0, False, 3
121,0, 0, False, 3
122,0, 0, False, 3
123,0, 0, False, 3
124,0, 0, False, 3
125,0, 0, False, 3
126,0, 0, False, 3
127,0, 0, False, 3
128,0, 0, False, 3
129,0, 0, False, 3
130,0, 0, False, 3
131,0, 0, False, 3
132,0, 0, False, 3
133,0, 0, False, 3
134,0, 0, False, 3
135,0, 0, False, 3
136,0, 0, False, 3
137,0, 0, False, 3
138,0, 0, False, 3
139,0, 0, False, 3
140,0, 0, False, 3
141,0, 0, False, 3
142,0, 0, False, 3
143,0, 0, False, 3
144,0, 0, False, 3
145,0, 0, False, 3
146,0, 0, False, 3
147,0, 0, False, 3
148,0, 0, False, 0
149,0, 0, False, 0
150,0, 0, False, 0
151,0, 0, False, 4
152,0, 0, False, 4
153,0, 0, False, 4
154,0, 0, False, 4
155,0, 0, False, 4
156,0, 0, False, 4
157,0, 0, False, 4
158,0, 0, False, 4
159,0, 0, False, 4
160,0, 0, False, 4
161,0, 0, False, 4
162,0, 0, False, 4
163,0, 0, False, 4
164,0, 0, False, 4
165,0, 0, False, 4
166,0, 0, False, 4
167,0, 0, False, 4
168,0, 0, False, 4
169,0, 0, False, 4
170,0, 0, False, 4
171,0, 0, False, 4
172,0, 0, False, 4
173,0, 0, False, 4
174,0, 0, False, 4
175,0, 0, False, 4
176,0, 0, False, 4
177,0, 0, False, 4
178,0, 0, False, 4
179,0, 0, False, 4
180,0, 0, False, 4
181,0, 0, False, 4
182,0, 0, False, 4
183,0, 0, False, 4
184,0, 0, False, 4
185,0, 0, False, 12
186,0, 0, False, 12
187,0, 0, False, 1
188,0, 0, False, 1
